region,polling_unit_id,date,registered_voters,accredited_voters,votes_cast,invalid_votes,voting_start_time,voting_end_time,device_status,network_status,incidents_reported,expected_staff,staff_present,result_uploaded,upload_delay_minutes
Abuja,PU_12377,2026-03-28,736,565,547,47,2026-06-21 08:19:00,2026-06-21 15:24:00,Working,Good,2,8,8,0,
Kaduna,PU_12378,2026-03-28,1649,1140,1060,10,2026-06-21 09:29:00,2026-06-21 16:08:00,Working,Good,1,7,6,1,77.0
Rivers,PU_12379,2026-03-28,883,720,701,22,2026-06-21 08:13:00,2026-06-21 16:01:00,Working,Good,1,8,8,1,137.0
Kaduna,PU_12380,2026-03-28,825,620,563,33,2026-06-21 08:01:00,2026-06-21 16:06:00,Working,Poor,1,9,7,1,126.0
Abuja,PU_12381,2026-03-28,584,525,459,33,2026-06-21 09:55:00,2026-06-21 15:44:00,Working,Poor,0,8,8,1,161.0
Kaduna,PU_12382,2026-03-28,1248,752,675,41,2026-06-21 08:20:00,2026-06-21 16:23:00,Working,Good,1,9,7,1,130.0
Kaduna,PU_12383,2026-03-28,745,706,685,49,2026-06-21 08:58:00,2026-06-21 15:16:00,Working,Offline,3,9,9,1,91.0
Kaduna,PU_12384,2026-03-28,887,552,477,46,2026-06-21 08:18:00,2026-06-21 15:43:00,Working,Good,3,6,5,1,4.0
Lagos,PU_12385,2026-03-28,1428,1125,1086,23,2026-06-21 08:45:00,2026-06-21 16:31:00,Working,Good,2,8,7,1,156.0
Lagos,PU_12386,2026-03-28,765,645,592,48,2026-06-21 09:59:00,2026-06-21 16:24:00,Working,Good,1,8,6,1,174.0
Lagos,PU_12387,2026-03-28,1260,998,857,2,2026-06-21 08:14:00,2026-06-21 16:19:00,Working,Poor,1,8,8,1,18.0
Rivers,PU_12388,2026-03-28,1303,918,828,29,2026-06-21 08:31:00,2026-06-21 16:03:00,Working,Poor,0,8,7,1,162.0
Abuja,PU_12389,2026-03-28,1728,1554,1370,22,2026-06-21 08:35:00,2026-06-21 16:30:00,Working,Poor,0,5,5,1,160.0
Lagos,PU_12390,2026-03-28,727,545,504,0,2026-06-21 09:17:00,2026-06-21 16:04:00,Working,Good,2,8,6,1,130.0
Kaduna,PU_12391,2026-03-28,739,521,453,17,2026-06-21 08:34:00,2026-06-21 16:44:00,Working,Good,1,6,4,1,90.0
Kaduna,PU_12392,2026-03-28,1596,1386,1347,36,2026-06-21 08:08:00,2026-06-21 16:11:00,Working,Poor,1,7,7,1,94.0
Kaduna,PU_12393,2026-03-28,887,577,506,2,2026-06-21 09:55:00,2026-06-21 16:45:00,Working,Poor,0,9,9,1,80.0
Kaduna,PU_12394,2026-03-28,877,589,549,23,2026-06-21 09:37:00,2026-06-21 15:15:00,Working,Poor,1,9,8,1,43.0
Kano,PU_12395,2026-03-28,711,489,468,24,2026-06-21 09:40:00,2026-06-21 15:21:00,Working,Good,1,5,3,1,20.0
Rivers,PU_12396,2026-03-28,1294,973,902,1,2026-06-21 09:34:00,2026-06-21 16:46:00,Faulty,Poor,2,7,6,0,
Abuja,PU_12397,2026-03-28,1175,713,666,21,2026-06-21 08:24:00,2026-06-21 15:27:00,Working,Offline,0,8,6,0,
Abuja,PU_12398,2026-03-28,1148,1087,981,8,2026-06-21 08:40:00,2026-06-21 16:30:00,Working,Good,1,9,7,1,84.0
Lagos,PU_12399,2026-03-28,670,542,467,15,2026-06-21 08:43:00,2026-06-21 16:08:00,Working,Good,2,6,5,1,86.0
Kano,PU_12400,2026-03-28,1675,1574,1364,42,2026-06-21 09:13:00,2026-06-21 15:31:00,Working,Offline,2,5,4,1,57.0
Abuja,PU_12401,2026-03-28,1308,1154,1086,40,2026-06-21 09:37:00,2026-06-21 15:56:00,Working,Poor,0,8,7,1,59.0
Rivers,PU_12402,2026-03-28,603,390,371,43,2026-06-21 08:48:00,2026-06-21 15:11:00,Working,Good,1,7,7,1,80.0
Kaduna,PU_12403,2026-03-28,1745,1174,1126,15,2026-06-21 08:54:00,2026-06-21 15:26:00,Working,Good,1,6,6,0,
Lagos,PU_12404,2026-03-28,1805,1104,990,14,2026-06-21 08:14:00,2026-06-21 15:47:00,Working,Good,2,9,7,1,83.0
Rivers,PU_12405,2026-03-28,1911,1704,1663,6,2026-06-21 09:50:00,2026-06-21 15:18:00,Working,Good,0,9,8,1,91.0
Abuja,PU_12406,2026-03-28,871,703,656,26,2026-06-21 09:05:00,2026-06-21 15:45:00,Working,Offline,0,8,7,0,
Kano,PU_12407,2026-03-28,628,424,368,17,2026-06-21 09:41:00,2026-06-21 16:24:00,Working,Good,0,9,9,1,65.0
Lagos,PU_12408,2026-03-28,1927,1810,1554,6,2026-06-21 09:01:00,2026-06-21 15:44:00,Working,Good,2,7,6,1,7.0
Abuja,PU_12409,2026-03-28,719,616,567,21,2026-06-21 08:25:00,2026-06-21 16:27:00,Working,Poor,0,6,6,1,85.0
Lagos,PU_12410,2026-03-28,1696,1436,1358,12,2026-06-21 08:41:00,2026-06-21 15:43:00,Working,Poor,1,9,8,1,10.0
Abuja,PU_12411,2026-03-28,971,673,573,18,2026-06-21 08:34:00,2026-06-21 15:03:00,Faulty,Good,2,8,7,1,30.0
Kaduna,PU_12412,2026-03-28,1487,1055,899,25,2026-06-21 08:44:00,2026-06-21 15:01:00,Working,Poor,0,8,7,0,
Kano,PU_12413,2026-03-28,1976,1647,1523,16,2026-06-21 08:31:00,2026-06-21 16:28:00,Working,Good,1,7,6,1,85.0
Kaduna,PU_12414,2026-03-28,1107,894,874,16,2026-06-21 09:01:00,2026-06-21 15:17:00,Working,Offline,2,6,4,1,25.0
Abuja,PU_12415,2026-03-28,1575,1301,1230,15,2026-06-21 09:03:00,2026-06-21 15:25:00,Working,Good,0,9,8,0,
Rivers,PU_12416,2026-03-28,593,538,467,12,2026-06-21 08:51:00,2026-06-21 16:38:00,Working,Offline,0,8,8,1,23.0
Kaduna,PU_12417,2026-03-28,1544,1013,872,4,2026-06-21 09:35:00,2026-06-21 16:46:00,Working,Good,1,6,6,1,147.0
Rivers,PU_12418,2026-03-28,605,387,369,33,2026-06-21 09:55:00,2026-06-21 16:07:00,Working,Good,1,9,8,0,
Abuja,PU_12419,2026-03-28,1723,1374,1312,18,2026-06-21 09:54:00,2026-06-21 15:50:00,Working,Offline,2,6,5,1,124.0
Kano,PU_12420,2026-03-28,1875,1453,1321,28,2026-06-21 08:42:00,2026-06-21 15:02:00,Working,Poor,0,6,5,0,
Rivers,PU_12421,2026-03-28,1804,1336,1141,28,2026-06-21 09:31:00,2026-06-21 16:33:00,Working,Good,0,6,5,1,35.0
Abuja,PU_12422,2026-03-28,1805,1654,1570,26,2026-06-21 08:54:00,2026-06-21 15:06:00,Working,Good,1,6,6,1,22.0
Rivers,PU_12423,2026-03-28,1111,883,797,11,2026-06-21 08:43:00,2026-06-21 15:48:00,Working,Good,2,5,5,1,0.0
Kaduna,PU_12424,2026-03-28,1348,1076,1028,4,2026-06-21 09:30:00,2026-06-21 15:42:00,Working,Good,1,7,7,0,
Abuja,PU_12425,2026-03-28,1768,1287,1118,29,2026-06-21 09:18:00,2026-06-21 16:16:00,Working,Good,1,8,7,1,139.0
Kaduna,PU_12426,2026-03-28,1447,1042,948,48,2026-06-21 08:58:00,2026-06-21 16:27:00,Working,Good,0,5,3,1,172.0
Lagos,PU_12427,2026-03-28,1353,1279,1174,28,2026-06-21 08:53:00,2026-06-21 15:03:00,Faulty,Offline,2,7,5,1,3.0
Abuja,PU_12428,2026-03-28,928,759,681,22,2026-06-21 09:27:00,2026-06-21 16:12:00,Faulty,Good,0,7,5,1,171.0
Rivers,PU_12429,2026-03-28,1561,1387,1357,47,2026-06-21 09:24:00,2026-06-21 16:57:00,Working,Good,1,9,7,0,
Lagos,PU_12430,2026-03-28,1942,1469,1394,0,2026-06-21 08:00:00,2026-06-21 15:17:00,Working,Good,1,6,4,1,5.0
Kaduna,PU_12431,2026-03-28,801,534,511,42,2026-06-21 09:24:00,2026-06-21 15:22:00,Working,Poor,0,8,6,1,32.0
Kaduna,PU_12432,2026-03-28,1138,812,715,4,2026-06-21 09:26:00,2026-06-21 16:34:00,Working,Good,1,9,9,1,17.0
Rivers,PU_12433,2026-03-28,570,411,369,47,2026-06-21 08:21:00,2026-06-21 15:28:00,Working,Poor,1,9,7,0,
Lagos,PU_12434,2026-03-28,1145,913,789,45,2026-06-21 08:49:00,2026-06-21 16:26:00,Working,Good,0,6,6,1,145.0
Kano,PU_12435,2026-03-28,1024,669,655,3,2026-06-21 08:30:00,2026-06-21 16:05:00,Faulty,Poor,0,6,4,0,
Rivers,PU_12436,2026-03-28,673,494,436,10,2026-06-21 08:49:00,2026-06-21 15:36:00,Working,Good,2,6,5,1,63.0
Kaduna,PU_12437,2026-03-28,589,374,322,42,2026-06-21 08:28:00,2026-06-21 16:22:00,Working,Good,0,6,5,1,107.0
Abuja,PU_12438,2026-03-28,867,670,587,13,2026-06-21 08:38:00,2026-06-21 15:20:00,Working,Good,0,8,6,1,82.0
Lagos,PU_12439,2026-03-28,1300,1211,1119,31,2026-06-21 09:50:00,2026-06-21 16:21:00,Working,Good,1,7,6,1,140.0
Kano,PU_12440,2026-03-28,1730,1243,1110,47,2026-06-21 08:00:00,2026-06-21 16:52:00,Working,Good,1,8,6,1,81.0
Abuja,PU_12441,2026-03-28,1585,978,852,35,2026-06-21 09:04:00,2026-06-21 16:34:00,Working,Good,0,7,5,1,45.0
Lagos,PU_12442,2026-03-28,818,665,605,12,2026-06-21 08:49:00,2026-06-21 16:41:00,Working,Good,2,9,9,1,169.0
Rivers,PU_12443,2026-03-28,1323,1087,1018,31,2026-06-21 08:17:00,2026-06-21 16:41:00,Working,Good,0,5,3,1,171.0
Rivers,PU_12444,2026-03-28,1050,806,754,49,2026-06-21 09:44:00,2026-06-21 16:06:00,Faulty,Poor,2,9,7,1,116.0
Lagos,PU_12445,2026-03-28,559,413,351,8,2026-06-21 08:48:00,2026-06-21 15:46:00,Working,Offline,3,5,3,1,164.0
Kano,PU_12446,2026-03-28,1628,1485,1408,30,2026-06-21 09:14:00,2026-06-21 15:18:00,Working,Good,2,6,4,1,33.0
Lagos,PU_12447,2026-03-28,1762,1635,1441,49,2026-06-21 09:50:00,2026-06-21 15:50:00,Working,Good,0,9,8,1,83.0
Abuja,PU_12448,2026-03-28,1985,1658,1608,40,2026-06-21 09:47:00,2026-06-21 15:12:00,Faulty,Good,0,9,9,1,86.0
Abuja,PU_12449,2026-03-28,626,485,420,16,2026-06-21 09:56:00,2026-06-21 16:13:00,Working,Offline,1,9,8,1,107.0
Rivers,PU_12450,2026-03-28,582,362,326,12,2026-06-21 08:36:00,2026-06-21 16:28:00,Working,Good,3,6,4,1,20.0
Lagos,PU_12451,2026-03-28,1743,1229,1094,29,2026-06-21 09:09:00,2026-06-21 15:16:00,Faulty,Poor,0,8,6,0,
Rivers,PU_12452,2026-03-28,1931,1351,1234,25,2026-06-21 09:55:00,2026-06-21 15:58:00,Working,Good,0,7,7,1,22.0
Kano,PU_12453,2026-03-28,1445,896,798,45,2026-06-21 09:15:00,2026-06-21 15:10:00,Working,Poor,0,6,5,1,22.0
Abuja,PU_12454,2026-03-28,1085,971,922,10,2026-06-21 08:34:00,2026-06-21 15:04:00,Working,Good,0,5,3,1,87.0
Kaduna,PU_12455,2026-03-28,1146,1035,931,2,2026-06-21 09:44:00,2026-06-21 15:24:00,Working,Offline,2,6,4,1,111.0
Kaduna,PU_12456,2026-03-28,1953,1795,1607,44,2026-06-21 09:44:00,2026-06-21 16:18:00,Working,Good,0,6,4,0,
Lagos,PU_12457,2026-03-28,1389,1194,1165,18,2026-06-21 09:11:00,2026-06-21 15:47:00,Working,Good,0,9,7,1,141.0
Lagos,PU_12458,2026-03-28,1073,910,821,21,2026-06-21 08:42:00,2026-06-21 15:09:00,Working,Good,1,8,8,0,
Kaduna,PU_12459,2026-03-28,1012,776,672,48,2026-06-21 09:04:00,2026-06-21 16:28:00,Working,Good,0,7,5,1,95.0
Lagos,PU_12460,2026-03-28,1602,1441,1275,21,2026-06-21 08:42:00,2026-06-21 15:09:00,Working,Good,1,7,7,1,104.0
Abuja,PU_12461,2026-03-28,564,439,414,31,2026-06-21 09:05:00,2026-06-21 15:13:00,Working,Good,0,7,5,1,165.0
Kano,PU_12462,2026-03-28,682,416,367,6,2026-06-21 08:34:00,2026-06-21 16:17:00,Working,Good,1,5,5,0,
Kano,PU_12463,2026-03-28,1589,1278,1199,23,2026-06-21 08:33:00,2026-06-21 15:27:00,Working,Good,0,5,3,1,111.0
Rivers,PU_12464,2026-03-28,1334,982,951,8,2026-06-21 08:41:00,2026-06-21 15:33:00,Working,Good,0,8,8,1,36.0
Abuja,PU_12465,2026-03-28,1731,1354,1216,46,2026-06-21 09:19:00,2026-06-21 15:50:00,Working,Good,3,9,8,1,164.0
Lagos,PU_12466,2026-03-28,553,417,364,24,2026-06-21 09:45:00,2026-06-21 16:28:00,Working,Good,4,8,7,1,19.0
Lagos,PU_12467,2026-03-28,1744,1349,1272,21,2026-06-21 08:07:00,2026-06-21 15:49:00,Working,Good,2,6,5,1,137.0
Rivers,PU_12468,2026-03-28,735,468,424,23,2026-06-21 08:05:00,2026-06-21 15:32:00,Faulty,Poor,0,5,5,1,81.0
Rivers,PU_12469,2026-03-28,1388,839,718,43,2026-06-21 08:39:00,2026-06-21 15:27:00,Faulty,Poor,0,5,5,1,123.0
Lagos,PU_12470,2026-03-28,1111,798,738,6,2026-06-21 09:07:00,2026-06-21 16:35:00,Faulty,Offline,1,7,5,1,99.0
Lagos,PU_12471,2026-03-28,1458,1004,929,22,2026-06-21 08:22:00,2026-06-21 15:28:00,Faulty,Good,3,8,8,1,167.0
Abuja,PU_12472,2026-03-28,937,644,604,0,2026-06-21 09:02:00,2026-06-21 15:58:00,Working,Good,3,7,6,1,1.0
Rivers,PU_12473,2026-03-28,1503,1394,1318,36,2026-06-21 08:13:00,2026-06-21 16:36:00,Working,Good,2,7,7,1,79.0
Abuja,PU_12474,2026-03-28,1626,1441,1345,35,2026-06-21 09:28:00,2026-06-21 15:40:00,Working,Good,1,8,8,1,168.0
Lagos,PU_12475,2026-03-28,1959,1184,1058,4,2026-06-21 08:57:00,2026-06-21 15:04:00,Working,Good,0,8,7,0,
Kaduna,PU_12476,2026-03-28,1193,719,689,22,2026-06-21 08:35:00,2026-06-21 16:42:00,Working,Offline,2,9,8,1,65.0
Kaduna,PU_12477,2026-03-28,1462,1274,1237,41,2026-06-21 08:33:00,2026-06-21 16:00:00,Working,Good,1,7,7,1,161.0
Lagos,PU_12478,2026-03-28,1944,1836,1632,20,2026-06-21 09:41:00,2026-06-21 15:41:00,Working,Good,0,7,7,1,67.0
Rivers,PU_12479,2026-03-28,1631,1244,1102,14,2026-06-21 09:15:00,2026-06-21 15:12:00,Working,Good,1,7,5,1,121.0
Kaduna,PU_12480,2026-03-28,1023,768,704,1,2026-06-21 09:55:00,2026-06-21 16:40:00,Working,Poor,2,7,5,0,
Rivers,PU_12481,2026-03-28,1966,1369,1339,20,2026-06-21 08:20:00,2026-06-21 16:56:00,Working,Poor,2,6,5,1,50.0
Kaduna,PU_12482,2026-03-28,903,752,655,49,2026-06-21 08:44:00,2026-06-21 15:29:00,Working,Poor,1,8,7,1,134.0
Rivers,PU_12483,2026-03-28,842,644,588,17,2026-06-21 08:57:00,2026-06-21 15:25:00,Working,Good,4,8,8,1,111.0
Kaduna,PU_12484,2026-03-28,1299,855,748,39,2026-06-21 08:14:00,2026-06-21 15:04:00,Working,Poor,0,8,7,1,39.0
Rivers,PU_12485,2026-03-28,1850,1421,1283,17,2026-06-21 08:44:00,2026-06-21 16:37:00,Working,Good,2,7,7,0,
Abuja,PU_12486,2026-03-28,713,521,468,17,2026-06-21 08:16:00,2026-06-21 16:09:00,Faulty,Offline,2,9,7,1,153.0
Rivers,PU_12487,2026-03-28,1523,1388,1282,14,2026-06-21 08:49:00,2026-06-21 15:36:00,Working,Good,0,6,6,1,132.0
Abuja,PU_12488,2026-03-28,821,714,610,10,2026-06-21 09:27:00,2026-06-21 15:49:00,Working,Offline,0,6,6,1,105.0
Abuja,PU_12489,2026-03-28,1601,1353,1292,46,2026-06-21 08:54:00,2026-06-21 16:35:00,Working,Good,1,5,4,1,116.0
Lagos,PU_12490,2026-03-28,1578,1127,1061,11,2026-06-21 09:31:00,2026-06-21 15:41:00,Faulty,Good,1,9,8,1,135.0
Abuja,PU_12491,2026-03-28,1283,832,815,0,2026-06-21 08:30:00,2026-06-21 15:44:00,Working,Good,0,9,8,1,52.0
Kano,PU_12492,2026-03-28,1355,1223,1080,34,2026-06-21 09:47:00,2026-06-21 16:00:00,Working,Good,1,6,6,1,133.0
Abuja,PU_12493,2026-03-28,1594,1147,1104,41,2026-06-21 08:30:00,2026-06-21 15:17:00,Faulty,Good,1,8,6,0,
Rivers,PU_12494,2026-03-28,1591,1284,1193,31,2026-06-21 09:24:00,2026-06-21 15:00:00,Working,Poor,0,9,8,0,
Abuja,PU_12495,2026-03-28,679,547,481,9,2026-06-21 09:36:00,2026-06-21 15:46:00,Working,Good,1,8,7,0,
Rivers,PU_12496,2026-03-28,879,812,721,11,2026-06-21 08:09:00,2026-06-21 16:37:00,Working,Good,1,6,4,1,158.0
Rivers,PU_12497,2026-03-28,1432,945,805,22,2026-06-21 09:05:00,2026-06-21 16:22:00,Working,Poor,0,9,8,1,77.0
Kano,PU_12498,2026-03-28,949,825,738,26,2026-06-21 08:52:00,2026-06-21 15:47:00,Working,Offline,1,7,5,0,
Abuja,PU_12499,2026-03-28,1784,1359,1314,0,2026-06-21 08:10:00,2026-06-21 15:59:00,Faulty,Good,3,9,9,1,74.0
Abuja,PU_12500,2026-03-28,1970,1302,1119,32,2026-06-21 08:55:00,2026-06-21 15:09:00,Working,Good,1,6,5,1,165.0
Kaduna,PU_12501,2026-03-28,630,562,545,38,2026-06-21 09:18:00,2026-06-21 16:05:00,Working,Poor,0,7,7,1,20.0
Kaduna,PU_12502,2026-03-28,1757,1558,1401,18,2026-06-21 09:52:00,2026-06-21 15:52:00,Working,Poor,0,8,6,0,
Lagos,PU_12503,2026-03-28,1403,861,814,22,2026-06-21 09:28:00,2026-06-21 16:04:00,Working,Good,0,6,6,1,177.0
Rivers,PU_12504,2026-03-28,1677,1422,1330,10,2026-06-21 08:33:00,2026-06-21 16:04:00,Faulty,Good,3,9,7,1,124.0
Kano,PU_12505,2026-03-28,829,541,507,48,2026-06-21 09:26:00,2026-06-21 15:29:00,Working,Good,0,9,9,0,
Kaduna,PU_12506,2026-03-28,1136,924,851,3,2026-06-21 08:42:00,2026-06-21 15:06:00,Working,Good,5,6,5,1,131.0
Abuja,PU_12507,2026-03-28,552,455,414,2,2026-06-21 09:31:00,2026-06-21 15:54:00,Working,Offline,0,8,6,1,110.0
Lagos,PU_12508,2026-03-28,967,805,781,10,2026-06-21 09:07:00,2026-06-21 16:02:00,Working,Good,2,7,5,1,136.0
Kano,PU_12509,2026-03-28,1139,731,685,47,2026-06-21 08:02:00,2026-06-21 16:02:00,Working,Poor,0,6,6,1,6.0
Abuja,PU_12510,2026-03-28,912,738,686,8,2026-06-21 08:13:00,2026-06-21 16:12:00,Working,Good,2,9,7,1,121.0
Abuja,PU_12511,2026-03-28,1537,975,881,23,2026-06-21 08:28:00,2026-06-21 16:12:00,Working,Poor,0,8,8,0,
Rivers,PU_12512,2026-03-28,995,856,752,38,2026-06-21 09:55:00,2026-06-21 16:12:00,Faulty,Good,1,6,5,1,76.0
Rivers,PU_12513,2026-03-28,867,539,458,8,2026-06-21 09:24:00,2026-06-21 16:05:00,Faulty,Good,0,9,9,1,103.0
Kaduna,PU_12514,2026-03-28,1038,898,877,14,2026-06-21 08:16:00,2026-06-21 15:03:00,Working,Good,2,5,3,1,132.0
Kaduna,PU_12515,2026-03-28,1136,1032,978,40,2026-06-21 09:09:00,2026-06-21 16:01:00,Working,Good,3,8,7,1,101.0
Abuja,PU_12516,2026-03-28,1975,1391,1362,0,2026-06-21 08:44:00,2026-06-21 15:38:00,Working,Poor,0,6,5,1,16.0
Abuja,PU_12517,2026-03-28,1014,884,839,10,2026-06-21 08:52:00,2026-06-21 16:36:00,Working,Offline,3,8,7,1,0.0
Kaduna,PU_12518,2026-03-28,980,731,625,46,2026-06-21 08:49:00,2026-06-21 16:02:00,Working,Good,3,8,6,1,99.0
Kaduna,PU_12519,2026-03-28,913,802,728,38,2026-06-21 08:47:00,2026-06-21 16:20:00,Working,Poor,0,6,4,1,60.0
Abuja,PU_12520,2026-03-28,727,610,527,22,2026-06-21 09:08:00,2026-06-21 16:12:00,Working,Poor,1,9,8,1,166.0
Kano,PU_12521,2026-03-28,636,445,424,8,2026-06-21 09:04:00,2026-06-21 15:28:00,Working,Good,1,9,9,1,100.0
Abuja,PU_12522,2026-03-28,1763,1177,1028,5,2026-06-21 09:13:00,2026-06-21 15:36:00,Working,Offline,1,8,6,1,94.0
Kano,PU_12523,2026-03-28,1290,1187,1110,11,2026-06-21 08:04:00,2026-06-21 15:17:00,Working,Poor,0,7,6,1,22.0
Kano,PU_12524,2026-03-28,1334,1192,1115,43,2026-06-21 08:27:00,2026-06-21 15:10:00,Working,Poor,0,5,5,1,88.0
Abuja,PU_12525,2026-03-28,971,806,752,45,2026-06-21 09:35:00,2026-06-21 16:13:00,Working,Good,1,5,3,1,111.0
Lagos,PU_12526,2026-03-28,1017,734,707,14,2026-06-21 09:10:00,2026-06-21 16:44:00,Working,Good,0,6,6,1,80.0
Kaduna,PU_12527,2026-03-28,1984,1544,1458,2,2026-06-21 08:41:00,2026-06-21 15:31:00,Working,Poor,0,7,7,0,
Rivers,PU_12528,2026-03-28,804,639,570,0,2026-06-21 08:59:00,2026-06-21 15:37:00,Working,Good,2,8,8,1,170.0
Abuja,PU_12529,2026-03-28,1154,727,647,12,2026-06-21 08:01:00,2026-06-21 15:44:00,Working,Good,0,7,5,1,98.0
Kano,PU_12530,2026-03-28,680,639,545,32,2026-06-21 08:21:00,2026-06-21 16:50:00,Working,Good,1,9,8,1,26.0
Abuja,PU_12531,2026-03-28,529,334,323,10,2026-06-21 09:31:00,2026-06-21 15:04:00,Working,Offline,1,9,7,1,45.0
Kaduna,PU_12532,2026-03-28,1471,1254,1082,15,2026-06-21 09:57:00,2026-06-21 16:06:00,Faulty,Good,0,8,7,0,
Kano,PU_12533,2026-03-28,1264,976,890,2,2026-06-21 09:36:00,2026-06-21 16:14:00,Working,Good,0,6,5,0,
Rivers,PU_12534,2026-03-28,539,466,426,15,2026-06-21 09:42:00,2026-06-21 16:22:00,Working,Good,1,7,6,0,
Rivers,PU_12535,2026-03-28,686,474,430,31,2026-06-21 09:34:00,2026-06-21 15:39:00,Working,Poor,0,7,5,1,29.0
Rivers,PU_12536,2026-03-28,818,603,557,25,2026-06-21 09:37:00,2026-06-21 16:57:00,Working,Good,1,8,7,1,78.0
Lagos,PU_12537,2026-03-28,1750,1371,1295,27,2026-06-21 08:09:00,2026-06-21 15:22:00,Working,Good,3,8,7,0,
Kano,PU_12538,2026-03-28,1231,790,691,26,2026-06-21 08:27:00,2026-06-21 16:34:00,Working,Good,2,9,7,1,62.0
Kano,PU_12539,2026-03-28,1391,1249,1073,40,2026-06-21 09:27:00,2026-06-21 15:32:00,Working,Poor,2,8,8,1,160.0
Lagos,PU_12540,2026-03-28,823,779,748,16,2026-06-21 09:17:00,2026-06-21 15:21:00,Faulty,Offline,2,9,8,0,
Kano,PU_12541,2026-03-28,1442,1075,982,47,2026-06-21 08:35:00,2026-06-21 16:49:00,Working,Good,0,8,6,1,105.0
Lagos,PU_12542,2026-03-28,1566,1146,993,47,2026-06-21 09:00:00,2026-06-21 16:16:00,Working,Good,0,6,4,0,
Abuja,PU_12543,2026-03-28,1155,933,874,26,2026-06-21 08:01:00,2026-06-21 16:15:00,Working,Good,2,7,5,1,90.0
Kaduna,PU_12544,2026-03-28,1801,1514,1330,11,2026-06-21 08:50:00,2026-06-21 15:45:00,Working,Good,1,7,6,1,156.0
Rivers,PU_12545,2026-03-28,1842,1665,1432,34,2026-06-21 09:57:00,2026-06-21 16:47:00,Working,Good,0,8,8,1,52.0
Lagos,PU_12546,2026-03-28,673,491,435,18,2026-06-21 08:33:00,2026-06-21 16:22:00,Working,Good,2,7,5,1,172.0
Lagos,PU_12547,2026-03-28,1184,1027,912,32,2026-06-21 08:34:00,2026-06-21 15:08:00,Working,Good,1,5,4,0,
Lagos,PU_12548,2026-03-28,1564,1069,1029,16,2026-06-21 09:51:00,2026-06-21 15:04:00,Working,Offline,1,5,3,1,173.0
Abuja,PU_12549,2026-03-28,908,761,677,8,2026-06-21 08:42:00,2026-06-21 16:56:00,Working,Good,1,9,8,1,145.0
Lagos,PU_12550,2026-03-28,1846,1409,1340,46,2026-06-21 09:56:00,2026-06-21 16:58:00,Working,Good,0,5,4,0,
Kaduna,PU_12551,2026-03-28,679,564,521,45,2026-06-21 08:10:00,2026-06-21 16:00:00,Faulty,Good,0,9,9,1,30.0
Kaduna,PU_12552,2026-03-28,1353,991,854,11,2026-06-21 09:55:00,2026-06-21 16:43:00,Working,Good,1,5,4,1,83.0
Rivers,PU_12553,2026-03-28,1682,1182,1028,32,2026-06-21 08:31:00,2026-06-21 16:38:00,Working,Good,4,6,6,1,94.0
Abuja,PU_12554,2026-03-28,536,412,354,14,2026-06-21 08:37:00,2026-06-21 15:43:00,Working,Offline,0,6,6,0,
Kaduna,PU_12555,2026-03-28,905,826,745,28,2026-06-21 09:39:00,2026-06-21 16:02:00,Working,Good,1,7,7,1,171.0
Kano,PU_12556,2026-03-28,1038,867,846,12,2026-06-21 08:46:00,2026-06-21 15:03:00,Working,Good,0,9,9,1,63.0
Kano,PU_12557,2026-03-28,875,712,621,2,2026-06-21 09:45:00,2026-06-21 16:52:00,Working,Good,0,6,5,0,
Kano,PU_12558,2026-03-28,755,643,575,34,2026-06-21 09:20:00,2026-06-21 15:25:00,Working,Good,1,7,6,1,68.0
Lagos,PU_12559,2026-03-28,777,664,635,20,2026-06-21 09:24:00,2026-06-21 15:48:00,Faulty,Poor,4,5,5,1,154.0
Lagos,PU_12560,2026-03-28,748,525,506,38,2026-06-21 09:34:00,2026-06-21 15:07:00,Working,Poor,1,6,5,1,11.0
Kano,PU_12561,2026-03-28,1192,812,767,34,2026-06-21 08:04:00,2026-06-21 15:27:00,Working,Good,1,8,7,1,149.0
Rivers,PU_12562,2026-03-28,1540,1198,1091,34,2026-06-21 09:03:00,2026-06-21 15:27:00,Working,Good,0,5,3,1,118.0
Rivers,PU_12563,2026-03-28,1891,1232,1151,35,2026-06-21 09:25:00,2026-06-21 15:52:00,Working,Good,1,8,7,1,55.0
Lagos,PU_12564,2026-03-28,624,478,434,30,2026-06-21 08:52:00,2026-06-21 16:01:00,Working,Good,0,9,7,1,121.0
Kano,PU_12565,2026-03-28,1835,1546,1484,12,2026-06-21 08:28:00,2026-06-21 16:33:00,Faulty,Offline,0,9,9,1,170.0
Rivers,PU_12566,2026-03-28,711,428,386,31,2026-06-21 08:00:00,2026-06-21 16:26:00,Working,Good,0,8,6,1,75.0
Lagos,PU_12567,2026-03-28,971,620,592,17,2026-06-21 08:29:00,2026-06-21 15:53:00,Working,Good,1,9,7,1,6.0
Kano,PU_12568,2026-03-28,1248,1169,1082,43,2026-06-21 08:25:00,2026-06-21 15:25:00,Faulty,Good,3,9,8,1,139.0
Abuja,PU_12569,2026-03-28,1938,1792,1644,17,2026-06-21 09:25:00,2026-06-21 15:44:00,Faulty,Good,3,7,5,0,
Kano,PU_12570,2026-03-28,999,745,696,9,2026-06-21 08:09:00,2026-06-21 15:06:00,Working,Good,1,7,6,1,161.0
